"","QTL_ID","Symbol","Chromosome","Center_cM","Range_cM","Cood_A_bp","Coord_B_bp","Trait_Name","Significance","FlankMrkA2","FlankMrkA1","FlankMrkB1","FlankMrkB2"
"1434",166153,"WITHIH","6",78.98,"78.98-78.98",4645217,4645257,"Withers height","Significant",NA,"","",NA
"1435",166154,"WITHIH","6",78.98,"78.98-78.98",4645444,4645484,"Withers height","Significant",NA,"","",NA
"1517",166236,"WITHIH","6",NA,"",27886497,27886537,"Withers height","Significant",NA,"","",NA
"1580",172355,"GAITED","6",125.35,"125.35-125.35",7372670,7372710,"Alternate gaits","Significant",NA,"","",NA
"1582",172357,"GAITED","6",119.03,"119.03-119.03",7000484,7000524,"Alternate gaits","Significant",NA,"","",NA
"1670",172487,"GAITED","6",NA,"",81651584,81651624,"Alternate gaits","Significant",NA,"","",NA
"1675",172495,"GAITED","6",NA,"",81668210,81668250,"Alternate gaits","Significant",NA,"","",NA
"1717",172581,"GAITED","6",112.38,"112.38-112.38",6609490,6609530,"Alternate gaits","Significant",NA,"","",NA
"1727",179359,"SUSBITE","6",NA,"",59819549,59819589,"Insect bite hypersensitivity","Significant","","","",""
"1756",179388,"SUSBITE","6",223.79,"223.79-223.79",13162010,13162050,"Insect bite hypersensitivity","Significant","","","",""
"1759",179391,"SUSBITE","6",116.2,"116.20-116.20",6834286,6834326,"Insect bite hypersensitivity","Significant","","","",""
"1778",179410,"SUSBITE","6",268.04,"268.04-268.04",15764990,15765030,"Insect bite hypersensitivity","Significant","","","",""
"1779",179411,"SUSBITE","6",268.04,"268.04-268.04",15764990,15765030,"Insect bite hypersensitivity","Significant","","","",""
"1781",179413,"SUSBITE","6",20.61,"20.61-20.61",1212163,1212203,"Insect bite hypersensitivity","Significant","","","",""
"1782",179414,"SUSBITE","6",22.59,"22.59-22.59",1328804,1328844,"Insect bite hypersensitivity","Significant","","","",""
"1784",179416,"SUSBITE","6",NA,"",73076276,73076316,"Insect bite hypersensitivity","Significant","","","",""
"1858",211604,"WITHIH","6",NA,"",81392197,81392237,"Withers height","Significant",NA,"","",NA
"174",28323,"CHRLYMP","7",45,"",0,100,"chronic progressive lymphedema","Significant","","","",""
"175",28324,"CHRLYMP","7",46.1,"",0,100,"chronic progressive lymphedema","Significant","","","",""
"202",28351,"heaves","7",69.5,"63.2-78.3",0,100,"Recurrent airway obstruction","Significant","","TKY005","TKY282",""
"637",29371,"OSTEO","7",161.67,"161.67-161.67",69623898,69623938,"Osteochondrosis","Significant","","","",""
"638",29372,"OSTEO","7",161.67,"161.67-161.67",69623898,69623938,"Osteochondrosis","Significant","","","",""
"639",29373,"OSTEO","7",187.01,"187.01-187.01",80536884,80536924,"Osteochondrosis","Significant","","","",""
"678",29492,"MFERT","7",178.56,"178.56-178.56",76899312,76899352,"male fertility","Significant",NA,NA,NA,NA
"784",37886,"SUSBITE","7",31.54,"31.54-31.54",13582144,13582184,"Insect bite hypersensitivity","Significant","","","",""
"785",37887,"SUSBITE","7",142.52,"142.52-142.52",61379674,61379714,"Insect bite hypersensitivity","Significant","","","",""
"895",138684,"RACPERM","7",14.59,"14.59-14.59",6283246,6283286,"racing performance","Significant",NA,"","",NA
"1013",161311,"GAITED","7",79.62,"79.62-79.62",34291248,34291288,"Alternate gaits","Significant",NA,"","",NA
"1014",161312,"GAITED","7",125.27,"125.27-125.27",53950639,53950679,"Alternate gaits","Significant",NA,"","",NA
"1015",161314,"GAITED","7",114.74,"114.74-114.74",49414512,49414552,"Alternate gaits","Significant",NA,"","",NA
"1016",161315,"GAITED","7",115.04,"115.04-115.04",49544071,49544111,"Alternate gaits","Significant",NA,"","",NA
"1017",161316,"GAITED","7",115.41,"115.41-115.41",49701702,49701742,"Alternate gaits","Significant",NA,"","",NA
"1018",161317,"GAITED","7",118.08,"118.08-118.08",50851806,50851846,"Alternate gaits","Significant",NA,"","",NA
"1082",165798,"WITHIH","7",213,"213.00-213.00",91730633,91730673,"Withers height","Significant",NA,"","",NA
"1125",165841,"WITHIH","7",165.85,"165.85-165.85",71424375,71424415,"Withers height","Significant",NA,"","",NA
"1147",165864,"WITHIH","7",150.91,"150.91-150.91",64990003,64990043,"Withers height","Significant",NA,"","",NA
"1185",165902,"WITHIH","7",88.3,"88.30-88.30",38028589,38028629,"Withers height","Significant",NA,"","",NA
"1190",165907,"WITHIH","7",57.84,"57.84-57.84",24910374,24910414,"Withers height","Significant",NA,"","",NA
"1329",166047,"WITHIH","7",70.45,"70.45-70.45",30341796,30341836,"Withers height","Significant",NA,"","",NA
"1339",166057,"WITHIH","7",46.11,"46.11-46.11",19856040,19856080,"Withers height","Significant",NA,"","",NA
"1370",166089,"WITHIH","7",56.03,"56.03-56.03",24131733,24131773,"Withers height","Significant",NA,"","",NA
"1371",166090,"WITHIH","7",19.78,"19.78-19.78",8519600,8519640,"Withers height","Significant",NA,"","",NA
"1375",166094,"WITHIH","7",84.78,"84.78-84.78",36511884,36511924,"Withers height","Significant",NA,"","",NA
"1426",166145,"WITHIH","7",146.24,"146.24-146.24",62980979,62981019,"Withers height","Significant",NA,"","",NA
"1427",166146,"WITHIH","7",146.24,"146.24-146.24",62981195,62981235,"Withers height","Significant",NA,"","",NA
"1499",166218,"WITHIH","7",213,"213.00-213.00",91730633,91730673,"Withers height","Significant",NA,"","",NA
"1502",166221,"WITHIH","7",7.19,"7.19-7.19",3097494,3097534,"Withers height","Significant",NA,"","",NA
"1506",166225,"WITHIH","7",66.05,"66.05-66.05",28446114,28446154,"Withers height","Significant",NA,"","",NA
"1511",166230,"WITHIH","7",190.13,"190.13-190.13",81884311,81884351,"Withers height","Significant",NA,"","",NA
"1548",166267,"WITHIH","7",114.24,"114.24-114.24",49199207,49199247,"Withers height","Significant",NA,"","",NA
"1760",179392,"SUSBITE","7",44.39,"44.39-44.39",19118856,19118896,"Insect bite hypersensitivity","Significant","","","",""
"1761",179393,"SUSBITE","7",44.39,"44.39-44.39",19118977,19119017,"Insect bite hypersensitivity","Significant","","","",""
"1762",179394,"SUSBITE","7",199.03,"199.03-199.03",85717460,85717500,"Insect bite hypersensitivity","Significant","","","",""
"1763",179395,"SUSBITE","7",199.03,"199.03-199.03",85717479,85717519,"Insect bite hypersensitivity","Significant","","","",""
"1764",179396,"SUSBITE","7",199.03,"199.03-199.03",85717586,85717626,"Insect bite hypersensitivity","Significant","","","",""
"1767",179399,"SUSBITE","7",191.41,"191.41-191.41",82435471,82435511,"Insect bite hypersensitivity","Significant","","","",""
"1780",179412,"SUSBITE","7",131.8,"131.80-131.80",56761577,56761617,"Insect bite hypersensitivity","Significant","","","",""
"35",27174,"OSTEO","8",79.3,"",0,100,"Osteochondrosis","Significant","","","",""
"36",27175,"OSTEO","8",108.8,"",0,100,"Osteochondrosis","Significant","","","",""
"683",29497,"MFERT","8",874.21,"874.21-874.21",73994113,73994153,"male fertility","Significant",NA,NA,NA,NA
"684",29498,"MFERT","8",288.41,"288.41-288.41",24411668,24411708,"male fertility","Significant",NA,NA,NA,NA
"685",29499,"MFERT","8",289.8,"289.80-289.80",24528836,24528876,"male fertility","Significant",NA,NA,NA,NA
"699",29513,"BFSUS","8",872.21,"872.21-872.21",73825093,73825133,"Bone fracture","Significant","","","",""
"786",37888,"SUSBITE","8",96.15,"96.15-96.15",8138610,8138650,"Insect bite hypersensitivity","Significant","","","",""
"787",37889,"SUSBITE","8",828.59,"828.59-828.59",70132275,70132315,"Insect bite hypersensitivity","Significant","","","",""
"788",37890,"SUSBITE","8",828.59,"828.59-828.59",70132786,70132826,"Insect bite hypersensitivity","Significant","","","",""
"840",106355,"GAITED","8",442.52,"442.52-442.52",24686509,24686549,"Alternate gaits","Significant",NA,"","",NA
"946",160692,"SUSBITE","8",43.84,"42.98-44.70",3638239,3783874,"Insect bite hypersensitivity","Significant","","","",""
"1047",165763,"WITHIH","8",NA,"",49140328,49140368,"Withers height","Significant",NA,"","",NA
"1048",165764,"WITHIH","8",NA,"",54131784,54131824,"Withers height","Significant",NA,"","",NA
"1049",165765,"WITHIH","8",319.14,"319.14-319.14",27012242,27012282,"Withers height","Significant",NA,"","",NA
"1060",165776,"WITHIH","8",NA,"",37153911,37153951,"Withers height","Significant",NA,"","",NA
"1063",165779,"WITHIH","8",392.34,"392.34-392.34",33207930,33207970,"Withers height","Significant",NA,"","",NA
"1070",165786,"WITHIH","8",NA,"",36632807,36632847,"Withers height","Significant",NA,"","",NA
"1071",165787,"WITHIH","8",253.89,"253.89-253.89",21489448,21489488,"Withers height","Significant",NA,"","",NA
"1072",165788,"WITHIH","8",NA,"",78851006,78851046,"Withers height","Significant",NA,"","",NA
"1077",165793,"WITHIH","8",NA,"",47307931,47307971,"Withers height","Significant",NA,"","",NA
"1090",165806,"WITHIH","8",NA,"",47310910,47310950,"Withers height","Significant",NA,"","",NA
"1091",165807,"WITHIH","8",NA,"",47312053,47312093,"Withers height","Significant",NA,"","",NA
"1093",165809,"WITHIH","8",130.14,"130.14-130.14",11014784,11014824,"Withers height","Significant",NA,"","",NA
"1105",165821,"WITHIH","8",NA,"",50351927,50351967,"Withers height","Significant",NA,"","",NA
"1148",165865,"WITHIH","8",NA,"",51551378,51551418,"Withers height","Significant",NA,"","",NA
"1149",165866,"WITHIH","8",NA,"",51551744,51551784,"Withers height","Significant",NA,"","",NA
"1153",165870,"WITHIH","8",NA,"",58001674,58001714,"Withers height","Significant",NA,"","",NA
"1160",165877,"WITHIH","8",130.14,"130.14-130.14",11014784,11014824,"Withers height","Significant",NA,"","",NA
"1163",165880,"WITHIH","8",NA,"",49140328,49140368,"Withers height","Significant",NA,"","",NA
"1165",165882,"WITHIH","8",NA,"",52925636,52925676,"Withers height","Significant",NA,"","",NA
"1167",165884,"WITHIH","8",NA,"",78851006,78851046,"Withers height","Significant",NA,"","",NA
"1174",165891,"WITHIH","8",319.14,"319.14-319.14",27012242,27012282,"Withers height","Significant",NA,"","",NA
"1180",165897,"WITHIH","8",NA,"",68601274,68601314,"Withers height","Significant",NA,"","",NA
"1211",165928,"WITHIH","8",NA,"",49140151,49140191,"Withers height","Significant",NA,"","",NA
"1222",165939,"WITHIH","8",NA,"",38853209,38853249,"Withers height","Significant",NA,"","",NA
"1229",165946,"WITHIH","8",NA,"",63437204,63437244,"Withers height","Significant",NA,"","",NA
"1233",165950,"WITHIH","8",306.7,"306.70-306.70",25959660,25959700,"Withers height","Significant",NA,"","",NA
"1255",165973,"WITHIH","8",NA,"",61514909,61514949,"Withers height","Significant",NA,"","",NA
"1278",165996,"WITHIH","8",NA,"",65600399,65600439,"Withers height","Significant",NA,"","",NA
"1305",166023,"WITHIH","8",NA,"",37153911,37153951,"Withers height","Significant",NA,"","",NA
"1314",166032,"WITHIH","8",237.67,"237.67-237.67",20116421,20116461,"Withers height","Significant",NA,"","",NA
"1332",166050,"WITHIH","8",NA,"",36632807,36632847,"Withers height","Significant",NA,"","",NA
"1338",166056,"WITHIH","8",225.87,"225.87-225.87",19118069,19118109,"Withers height","Significant",NA,"","",NA
"1353",166072,"WITHIH","8",NA,"",60590150,60590190,"Withers height","Significant",NA,"","",NA
"1358",166077,"WITHIH","8",NA,"",62876202,62876242,"Withers height","Significant",NA,"","",NA
"1362",166081,"WITHIH","8",NA,"",69525161,69525201,"Withers height","Significant",NA,"","",NA
"1365",166084,"WITHIH","8",NA,"",54308567,54308607,"Withers height","Significant",NA,"","",NA
"1366",166085,"WITHIH","8",NA,"",56225753,56225793,"Withers height","Significant",NA,"","",NA
"1391",166110,"WITHIH","8",NA,"",55145708,55145748,"Withers height","Significant",NA,"","",NA
"1392",166111,"WITHIH","8",NA,"",49204497,49204537,"Withers height","Significant",NA,"","",NA
"1396",166115,"WITHIH","8",NA,"",54131784,54131824,"Withers height","Significant",NA,"","",NA
"1402",166121,"WITHIH","8",NA,"",51551378,51551418,"Withers height","Significant",NA,"","",NA
"1408",166127,"WITHIH","8",NA,"",51551744,51551784,"Withers height","Significant",NA,"","",NA
"1438",166157,"WITHIH","8",NA,"",85913129,85913169,"Withers height","Significant",NA,"","",NA
"1440",166159,"WITHIH","8",NA,"",80578938,80578978,"Withers height","Significant",NA,"","",NA
"1448",166167,"WITHIH","8",77,"77.00-77.00",6517081,6517121,"Withers height","Significant",NA,"","",NA
"1451",166170,"WITHIH","8",NA,"",38851551,38851591,"Withers height","Significant",NA,"","",NA
"1474",166193,"WITHIH","8",NA,"",48391484,48391524,"Withers height","Significant",NA,"","",NA
"1477",166196,"WITHIH","8",NA,"",50351927,50351967,"Withers height","Significant",NA,"","",NA
"1495",166214,"WITHIH","8",NA,"",72648824,72648864,"Withers height","Significant",NA,"","",NA
"1510",166229,"WITHIH","8",253.89,"253.89-253.89",21489448,21489488,"Withers height","Significant",NA,"","",NA
"1521",166240,"WITHIH","8",267.49,"267.49-267.49",22640866,22640906,"Withers height","Significant",NA,"","",NA
"1769",179401,"SUSBITE","8",NA,"",64784768,64784808,"Insect bite hypersensitivity","Significant","","","",""
"1774",179406,"SUSBITE","8",NA,"",92699616,92699656,"Insect bite hypersensitivity","Significant","","","",""
"1775",179407,"SUSBITE","8",327.2,"327.20-327.20",27694432,27694472,"Insect bite hypersensitivity","Significant","","","",""
"1776",179408,"SUSBITE","8",NA,"",82054264,82054304,"Insect bite hypersensitivity","Significant","","","",""
"1777",179409,"SUSBITE","8",NA,"",79554451,79554491,"Insect bite hypersensitivity","Significant","","","",""
"150",28299,"CHRLYMP","9",63,"",0,100,"chronic progressive lymphedema","Significant","","","",""
"151",28300,"CHRLYMP","9",60.6,"",0,100,"chronic progressive lymphedema","Significant","","","",""
"176",28325,"CHRLYMP","9",29.5,"",0,100,"chronic progressive lymphedema","Significant","","","",""
"177",28326,"CHRLYMP","9",59.2,"",0,100,"chronic progressive lymphedema","Significant","","","",""
"326",29018,"WITHIH","9",370.43,"370.43-370.43",74798123,74798163,"Withers height","Significant",NA,"","",NA
"327",29019,"WITHIH","9",370.43,"370.43-370.43",74794993,74795033,"Withers height","Significant",NA,"","",NA
"328",29020,"WITHIH","9",370.43,"370.43-370.43",74795069,74795109,"Withers height","Significant",NA,"","",NA
"329",29021,"WITHIH","9",370.43,"370.43-370.43",74795216,74795256,"Withers height","Significant",NA,"","",NA
"330",29022,"WITHIH","9",370.43,"370.43-370.43",76254713,76254753,"Withers height","Significant",NA,"","",NA
"331",29023,"WITHIH","9",370.43,"370.43-370.43",75386822,75386862,"Withers height","Significant",NA,"","",NA
"551",29243,"RHOD","9",370.43,"370.43-370.43",19578653,19578693,"Rhodococcus equi infection","Significant","","","",""
"570",29262,"RHOD","9",370.43,"370.43-370.43",19582519,19582559,"Rhodococcus equi infection","Significant","","","",""
"584",29276,"RHOD","9",370.43,"370.43-370.43",19578653,19578693,"Rhodococcus equi infection","Significant","","","",""
"640",29374,"OSTEO","9",94.13,"94.13-94.13",22487076,22487116,"Osteochondrosis","Significant","","","",""
"641",29377,"OSTEO","9",112.49,"112.49-112.49",26874113,26874153,"Osteochondrosis","Significant","","","",""
"642",29378,"OSTEO","9",112.49,"112.49-112.49",26874113,26874153,"Osteochondrosis","Significant","","","",""
"643",29379,"OSTEO","9",112.49,"112.49-112.49",26874273,26874313,"Osteochondrosis","Significant","","","",""
"644",29380,"OSTEO","9",112.49,"112.49-112.49",26874273,26874313,"Osteochondrosis","Significant","","","",""
"689",29503,"BSIZE","9",316.25,"316.25-316.25",75550039,75550079,"Overall body size","Significant",NA,"","",NA
"700",29514,"BFSUS","9",222.82,"222.82-222.82",53231470,53231510,"Bone fracture","Significant","","","",""
"789",37891,"SUSBITE","9",276.92,"276.92-276.92",66153805,66153845,"Insect bite hypersensitivity","Significant","","","",""
"908",147703,"BW","9",312.93,"312.93-312.93",74756665,74756705,"Body weight","Significant",NA,"","",NA
"909",147704,"BW","9",313.09,"313.09-313.09",74794993,74795033,"Body weight","Significant",NA,"","",NA
"910",147705,"BW","9",313.1,"313.10-313.10",74798123,74798163,"Body weight","Significant",NA,"","",NA
"911",147706,"BW","9",314.97,"314.97-314.97",75245677,75245717,"Body weight","Significant",NA,"","",NA
"912",147707,"BW","9",315.51,"315.51-315.51",75374629,75374669,"Body weight","Significant",NA,"","",NA
"913",147708,"BW","9",318.83,"318.83-318.83",76167890,76167930,"Body weight","Significant",NA,"","",NA
"914",147709,"BW","9",322.74,"322.74-322.74",77100409,77100449,"Body weight","Significant",NA,"","",NA
"1069",165785,"WITHIH","9",144.4,"144.40-144.40",34495989,34496029,"Withers height","Significant",NA,"","",NA
"1097",165813,"WITHIH","9",315.91,"315.91-315.91",75468528,75468568,"Withers height","Significant",NA,"","",NA
"1116",165832,"WITHIH","9",18.44,"18.44-18.44",4405708,4405748,"Withers height","Significant",NA,"","",NA
"1117",165833,"WITHIH","9",311.01,"311.01-311.01",74298706,74298746,"Withers height","Significant",NA,"","",NA
"1121",165837,"WITHIH","9",41.38,"41.38-41.38",9886585,9886625,"Withers height","Significant",NA,"","",NA
"1145",165862,"WITHIH","9",146.58,"146.58-146.58",35017131,35017171,"Withers height","Significant",NA,"","",NA
"1184",165901,"WITHIH","9",313.1,"313.10-313.10",74798123,74798163,"Withers height","Significant",NA,"","",NA
"1186",165903,"WITHIH","9",18.44,"18.44-18.44",4405708,4405748,"Withers height","Significant",NA,"","",NA
"1194",165911,"WITHIH","9",313.09,"313.09-313.09",74794993,74795033,"Withers height","Significant",NA,"","",NA
"1210",165927,"WITHIH","9",313.09,"313.09-313.09",74795069,74795109,"Withers height","Significant",NA,"","",NA
"1231",165948,"WITHIH","9",147.82,"147.82-147.82",35314004,35314044,"Withers height","Significant",NA,"","",NA
"1240",165957,"WITHIH","9",146.25,"146.25-146.25",34937771,34937811,"Withers height","Significant",NA,"","",NA
"1241",165958,"WITHIH","9",146.37,"146.37-146.37",34966727,34966767,"Withers height","Significant",NA,"","",NA
"1252",165970,"WITHIH","9",146.58,"146.58-146.58",35017131,35017171,"Withers height","Significant",NA,"","",NA
"1267",165985,"WITHIH","9",266.94,"266.94-266.94",63771322,63771362,"Withers height","Significant",NA,"","",NA
"1288",166006,"WITHIH","9",146.06,"146.06-146.06",34892511,34892551,"Withers height","Significant",NA,"","",NA
